EmployeeNumber,Department,JobRole,MonthlyIncome,PerformanceRating,YearsAtCompany,Bonus,Deductions,NetSalary,PerformanceScore,Deduction
1815,Sales,Sales Executive,10447.0,3.0,22.0,1044.7,522.35,10969.35,104.0,522.35
1816,Research & Development,Manufacturing Director,9667.0,3.0,7.0,966.7,483.35,10150.35,74.0,483.35
1818,Human Resources,Human Resources,2148.0,3.0,5.0,214.8,107.4,2255.4,70.0,107.4
1821,Research & Development,Healthcare Representative,8926.0,4.0,9.0,892.6,446.3,9372.300000000001,98.0,446.3
1822,Research & Development,Healthcare Representative,6513.0,3.0,5.0,651.3000000000001,325.65000000000003,6838.650000000001,70.0,325.65000000000003
1823,Sales,Sales Executive,6799.0,4.0,10.0,679.9000000000001,339.95000000000005,7138.95,100.0,339.95000000000005
1824,Sales,Manager,16291.0,4.0,16.0,1629.1,814.5500000000001,17105.55,112.0,814.5500000000001
1826,Research & Development,Laboratory Technician,2705.0,3.0,5.0,270.5,135.25,2840.25,70.0,135.25
1827,Research & Development,Manufacturing Director,10333.0,3.0,22.0,1033.3,516.65,10849.65,104.0,516.65
1829,Research & Development,Healthcare Representative,4448.0,3.0,7.0,444.8,222.4,4670.400000000001,74.0,222.4
1830,Research & Development,Research Scientist,6854.0,3.0,7.0,685.4000000000001,342.70000000000005,7196.7,74.0,342.70000000000005
1833,Sales,Sales Executive,9637.0,3.0,3.0,963.7,481.85,10118.85,66.0,481.85
1834,Research & Development,Research Scientist,3591.0,4.0,3.0,359.1,179.55,3770.5499999999997,86.0,179.55
1835,Sales,Sales Representative,5405.0,4.0,4.0,540.5,270.25,5675.25,88.0,270.25
1836,Sales,Sales Executive,4684.0,3.0,5.0,468.4,234.2,4918.2,70.0,234.20000000000002
1837,Research & Development,Research Director,15787.0,3.0,2.0,1578.7,789.35,16576.350000000002,64.0,789.35
1839,Research & Development,Research Scientist,1514.0,3.0,0.0,151.4,75.7,1589.7,60.0,75.7
1842,Human Resources,Human Resources,2956.0,3.0,1.0,295.6,147.8,3103.7999999999997,62.0,147.8
1844,Human Resources,Human Resources,2335.0,3.0,2.0,233.5,116.75,2451.75,64.0,116.75
1845,Sales,Sales Executive,5154.0,4.0,8.0,515.4,257.7,5411.7,96.0,257.7
1847,Research & Development,Research Scientist,6962.0,4.0,1.0,696.2,348.1,7310.099999999999,82.0,348.1
1849,Sales,Sales Executive,5675.0,4.0,7.0,567.5,283.75,5958.75,94.0,283.75
1850,Research & Development,Laboratory Technician,2379.0,3.0,5.0,237.9,118.95,2497.9500000000003,70.0,118.95
1852,Research & Development,Laboratory Technician,3812.0,3.0,11.0,381.2000000000001,190.6,4002.6,82.0,190.60000000000002
1853,Sales,Sales Executive,4648.0,3.0,0.0,464.8,232.4,4880.400000000001,60.0,232.4
1854,Research & Development,Research Scientist,2936.0,4.0,6.0,293.6,146.8,3082.7999999999997,92.0,146.8
1856,Research & Development,Laboratory Technician,2105.0,3.0,2.0,210.5,105.25,2210.25,64.0,105.25
1857,Research & Development,Manufacturing Director,8578.0,3.0,9.0,857.8000000000001,428.9,9006.9,78.0,428.90000000000003
1858,Human Resources,Human Resources,2706.0,3.0,3.0,270.6,135.3,2841.2999999999997,66.0,135.3
1859,Research & Development,Healthcare Representative,6384.0,3.0,7.0,638.4000000000001,319.20000000000005,6703.2,74.0,319.20000000000005
1860,Research & Development,Laboratory Technician,3968.0,3.0,0.0,396.8,198.4,4166.400000000001,60.0,198.4
1862,Sales,Sales Executive,9907.0,3.0,2.0,990.7,495.35,10402.35,64.0,495.35
1863,Sales,Sales Executive,13225.0,3.0,19.0,1322.5,661.25,13886.25,98.0,661.25
1864,Sales,Sales Representative,3540.0,4.0,9.0,354.0,177.0,3717.0,98.0,177.0
1865,Human Resources,Human Resources,2804.0,3.0,1.0,280.40000000000003,140.20000000000002,2944.2000000000003,62.0,140.20000000000002
1866,Research & Development,Manager,19392.0,3.0,16.0,1939.2,969.6,20361.600000000002,92.0,969.6
1867,Research & Development,Research Director,19665.0,3.0,22.0,1966.5,983.25,20648.25,104.0,983.25
1868,Research & Development,Research Scientist,2439.0,4.0,1.0,243.9,121.95,2560.9500000000003,82.0,121.95
1869,Sales,Sales Executive,7314.0,4.0,8.0,731.4000000000001,365.7000000000001,7679.7,96.0,365.70000000000005
1870,Research & Development,Research Scientist,4774.0,3.0,7.0,477.4,238.7,5012.7,74.0,238.70000000000002
1871,Research & Development,Research Scientist,3902.0,3.0,2.0,390.2000000000001,195.1,4097.099999999999,64.0,195.10000000000002
1873,Research & Development,Research Scientist,2662.0,4.0,5.0,266.2,133.1,2795.1,90.0,133.1
1875,Sales,Sales Representative,2856.0,3.0,1.0,285.6,142.8,2998.7999999999997,62.0,142.8
1876,Sales,Sales Representative,1081.0,3.0,1.0,108.1,54.05,1135.05,62.0,54.050000000000004
1878,Research & Development,Research Scientist,2472.0,4.0,1.0,247.2,123.6,2595.6,82.0,123.60000000000001
1880,Sales,Sales Executive,5673.0,3.0,10.0,567.3000000000001,283.65000000000003,5956.650000000001,80.0,283.65000000000003
1881,Research & Development,Laboratory Technician,4197.0,3.0,10.0,419.7000000000001,209.85,4406.849999999999,80.0,209.85000000000002
1882,Sales,Sales Executive,9713.0,3.0,5.0,971.3,485.65,10198.65,70.0,485.65000000000003
1883,Research & Development,Laboratory Technician,2062.0,3.0,3.0,206.2,103.1,2165.1,66.0,103.10000000000001
1885,Research & Development,Research Scientist,4284.0,4.0,5.0,428.4,214.2,4498.2,90.0,214.20000000000002
1886,Research & Development,Manufacturing Director,4788.0,3.0,3.0,478.8,239.4,5027.400000000001,66.0,239.4
1888,Research & Development,Manufacturing Director,5906.0,3.0,9.0,590.6,295.3,6201.3,78.0,295.3
1890,Human Resources,Human Resources,3886.0,4.0,10.0,388.6,194.3,4080.3,100.0,194.3
1892,Research & Development,Manager,16823.0,3.0,19.0,1682.3000000000002,841.1500000000001,17664.149999999998,98.0,841.1500000000001
1893,Research & Development,Research Scientist,2933.0,3.0,1.0,293.3,146.65,3079.65,62.0,146.65
1898,Sales,Sales Executive,6500.0,3.0,8.0,650.0,325.0,6825.0,76.0,325.0
1900,Research & Development,Manager,17174.0,3.0,22.0,1717.4,858.7,18032.7,104.0,858.7
1903,Research & Development,Healthcare Representative,5033.0,3.0,2.0,503.3,251.65,5284.650000000001,64.0,251.65
1905,Research & Development,Research Scientist,2307.0,4.0,5.0,230.7,115.35,2422.35,90.0,115.35000000000001
1907,Research & Development,Laboratory Technician,2587.0,3.0,4.0,258.7,129.35,2716.35,68.0,129.35
1908,Sales,Sales Executive,5507.0,3.0,4.0,550.7,275.35,5782.349999999999,68.0,275.35
1909,Sales,Sales Executive,4393.0,4.0,5.0,439.3,219.65,4612.650000000001,90.0,219.65
1911,Research & Development,Research Director,13348.0,3.0,13.0,1334.8000000000002,667.4000000000001,14015.4,86.0,667.4000000000001
1912,Sales,Sales Executive,6583.0,3.0,5.0,658.3000000000001,329.15000000000003,6912.150000000001,70.0,329.15000000000003
1915,Sales,Sales Executive,8103.0,3.0,4.0,810.3000000000001,405.15,8508.15,68.0,405.15000000000003
1916,Research & Development,Laboratory Technician,3978.0,3.0,2.0,397.8,198.9,4176.900000000001,64.0,198.9
1918,Research & Development,Laboratory Technician,2544.0,3.0,7.0,254.4,127.2,2671.2000000000003,74.0,127.2
1922,Research & Development,Healthcare Representative,5399.0,3.0,4.0,539.9,269.95,5668.95,68.0,269.95
1924,Sales,Sales Executive,5487.0,3.0,10.0,548.7,274.35,5761.349999999999,80.0,274.35
1927,Sales,Sales Executive,6834.0,3.0,7.0,683.4000000000001,341.70000000000005,7175.7,74.0,341.70000000000005
1928,Sales,Sales Representative,1091.0,3.0,1.0,109.1,54.55,1145.55,62.0,54.550000000000004
1929,Sales,Sales Executive,5736.0,3.0,3.0,573.6,286.8,6022.8,66.0,286.8
1931,Research & Development,Research Scientist,2226.0,3.0,5.0,222.6,111.3,2337.2999999999997,70.0,111.30000000000001
1932,Research & Development,Research Scientist,5747.0,3.0,15.0,574.7,287.35,6034.349999999999,90.0,287.35
1933,Sales,Sales Executive,9854.0,3.0,2.0,985.4,492.7000000000001,10346.699999999999,64.0,492.70000000000005
1934,Research & Development,Research Scientist,5467.0,3.0,8.0,546.7,273.35,5740.349999999999,76.0,273.35
1935,Sales,Sales Executive,5380.0,3.0,0.0,538.0,269.0,5649.0,60.0,269.0
1936,Research & Development,Manufacturing Director,5151.0,4.0,10.0,515.1,257.55,5408.55,100.0,257.55
1937,Research & Development,Research Scientist,2133.0,3.0,20.0,213.3,106.65,2239.65,100.0,106.65
1938,Sales,Manager,17875.0,3.0,1.0,1787.5,893.75,18768.75,62.0,893.75
1939,Research & Development,Research Scientist,2432.0,3.0,4.0,243.2,121.6,2553.6,68.0,121.60000000000001
1940,Research & Development,Research Scientist,4771.0,3.0,5.0,477.1,238.55,5009.55,70.0,238.55
1941,Research & Development,Research Director,19161.0,3.0,5.0,1916.1,958.05,20119.05,70.0,958.0500000000001
1943,Sales,Sales Executive,5087.0,3.0,0.0,508.7000000000001,254.35,5341.349999999999,60.0,254.35000000000002
1944,Human Resources,Human Resources,2863.0,3.0,1.0,286.3,143.15,3006.15,62.0,143.15
1945,Sales,Sales Executive,5561.0,3.0,5.0,556.1,278.05,5839.05,70.0,278.05
1947,Research & Development,Research Scientist,2144.0,3.0,5.0,214.4,107.2,2251.2000000000003,70.0,107.2
1948,Research & Development,Research Scientist,3065.0,3.0,4.0,306.5,153.25,3218.25,68.0,153.25
1949,Research & Development,Laboratory Technician,2810.0,4.0,5.0,281.0,140.5,2950.5,90.0,140.5
1950,Sales,Sales Executive,9888.0,4.0,14.0,988.8,494.4,10382.4,108.0,494.40000000000003
1951,Sales,Sales Executive,8628.0,3.0,8.0,862.8000000000001,431.4,9059.4,76.0,431.40000000000003
1952,Research & Development,Laboratory Technician,2867.0,3.0,7.0,286.7,143.35,3010.35,74.0,143.35
1954,Research & Development,Healthcare Representative,5373.0,3.0,5.0,537.3000000000001,268.65000000000003,5641.650000000001,70.0,268.65000000000003
1955,Research & Development,Healthcare Representative,6667.0,3.0,5.0,666.7,333.35,7000.349999999999,70.0,333.35
1956,Research & Development,Research Scientist,5003.0,4.0,10.0,500.3,250.15,5253.150000000001,100.0,250.15
1960,Research & Development,Laboratory Technician,2367.0,3.0,4.0,236.7,118.35,2485.35,68.0,118.35000000000001
1961,Sales,Sales Representative,2858.0,3.0,1.0,285.8,142.9,3000.9,62.0,142.9
1962,Sales,Sales Executive,5204.0,3.0,10.0,520.4,260.2,5464.2,80.0,260.2
1965,Sales,Sales Executive,4105.0,3.0,7.0,410.5,205.25,4310.25,74.0,205.25
1966,Research & Development,Manufacturing Director,9679.0,4.0,1.0,967.9,483.9500000000001,10162.949999999999,82.0,483.95000000000005
1967,Sales,Sales Executive,5617.0,3.0,10.0,561.7,280.85,5897.849999999999,80.0,280.85
1968,Sales,Sales Executive,10448.0,3.0,2.0,1044.8,522.4,10970.4,64.0,522.4
1969,Research & Development,Research Scientist,2897.0,3.0,4.0,289.7,144.85,3041.85,68.0,144.85
1970,Research & Development,Healthcare Representative,5968.0,4.0,9.0,596.8000000000001,298.40000000000003,6266.400000000001,98.0,298.40000000000003
1971,Research & Development,Healthcare Representative,7510.0,3.0,10.0,751.0,375.5,7885.5,80.0,375.5
1972,Human Resources,Human Resources,2991.0,3.0,6.0,299.1,149.55,3140.5499999999997,72.0,149.55
1973,Human Resources,Manager,19636.0,3.0,10.0,1963.6,981.8,20617.8,80.0,981.8000000000001
1974,Research & Development,Laboratory Technician,1129.0,3.0,1.0,112.9,56.45,1185.45,62.0,56.45
1975,Sales,Sales Executive,13341.0,3.0,20.0,1334.1,667.0500000000001,14008.050000000001,100.0,667.0500000000001
1976,Research & Development,Research Scientist,4332.0,3.0,20.0,433.2000000000001,216.6,4548.599999999999,100.0,216.60000000000002
1979,Research & Development,Research Director,11031.0,4.0,11.0,1103.1,551.5500000000001,11582.550000000001,102.0,551.5500000000001
1980,Research & Development,Manufacturing Director,4440.0,3.0,5.0,444.0,222.0,4662.0,70.0,222.0
1981,Research & Development,Healthcare Representative,4617.0,3.0,4.0,461.7000000000001,230.85,4847.849999999999,68.0,230.85000000000002
1982,Research & Development,Laboratory Technician,2647.0,3.0,5.0,264.7,132.35,2779.35,70.0,132.35
1985,Research & Development,Laboratory Technician,6323.0,3.0,10.0,632.3000000000001,316.15000000000003,6639.150000000001,80.0,316.15000000000003
1986,Sales,Sales Executive,5677.0,3.0,11.0,567.7,283.85,5960.849999999999,82.0,283.85
1987,Human Resources,Human Resources,2187.0,3.0,2.0,218.7,109.35,2296.35,64.0,109.35000000000001
1989,Research & Development,Laboratory Technician,3748.0,3.0,12.0,374.8,187.4,3935.4,84.0,187.4
1992,Research & Development,Laboratory Technician,3977.0,3.0,2.0,397.7000000000001,198.85,4175.849999999999,64.0,198.85000000000002
1993,Research & Development,Healthcare Representative,8633.0,4.0,17.0,863.3000000000001,431.65,9064.65,114.0,431.65000000000003
1994,Research & Development,Laboratory Technician,2008.0,3.0,1.0,200.8,100.4,2108.4,62.0,100.4
1995,Sales,Sales Executive,4440.0,3.0,15.0,444.0,222.0,4662.0,90.0,222.0
1996,Sales,Sales Representative,3067.0,3.0,2.0,306.7,153.35,3220.35,64.0,153.35
1997,Research & Development,Manufacturing Director,5321.0,3.0,8.0,532.1,266.05,5587.05,76.0,266.05
1998,Research & Development,Research Scientist,5410.0,3.0,4.0,541.0,270.5,5680.5,68.0,270.5
1999,Research & Development,Research Scientist,2782.0,4.0,5.0,278.2,139.1,2921.1,90.0,139.1
2000,Research & Development,Research Director,11957.0,3.0,13.0,1195.7,597.85,12554.85,86.0,597.85
2003,Research & Development,Laboratory Technician,2660.0,3.0,2.0,266.0,133.0,2793.0,64.0,133.0
2007,Research & Development,Research Scientist,3375.0,3.0,3.0,337.5,168.75,3543.75,66.0,168.75
2008,Research & Development,Research Scientist,5098.0,3.0,10.0,509.8,254.9,5352.900000000001,80.0,254.9
2009,Research & Development,Healthcare Representative,4878.0,3.0,9.0,487.8,243.9,5121.900000000001,78.0,243.9
2010,Research & Development,Laboratory Technician,2837.0,3.0,6.0,283.7,141.85,2978.85,72.0,141.85
2012,Research & Development,Laboratory Technician,2406.0,3.0,1.0,240.6,120.3,2526.2999999999997,62.0,120.30000000000001
2013,Sales,Sales Representative,2269.0,3.0,2.0,226.9,113.45,2382.4500000000003,64.0,113.45
2014,Research & Development,Research Scientist,4108.0,3.0,7.0,410.8,205.4,4313.400000000001,74.0,205.4
2015,Research & Development,Research Director,13206.0,3.0,18.0,1320.6,660.3000000000001,13866.300000000001,96.0,660.3000000000001
2016,Sales,Sales Executive,10422.0,3.0,14.0,1042.2,521.1,10943.1,88.0,521.1
2017,Research & Development,Research Director,13744.0,4.0,16.0,1374.4,687.2,14431.199999999999,112.0,687.2
2018,Sales,Sales Executive,4907.0,4.0,5.0,490.7000000000001,245.35,5152.349999999999,90.0,245.35000000000002
2019,Sales,Sales Representative,3482.0,3.0,9.0,348.20000000000005,174.10000000000002,3656.1,78.0,174.10000000000002
2020,Research & Development,Research Scientist,2436.0,3.0,4.0,243.6,121.8,2557.7999999999997,68.0,121.80000000000001
2021,Sales,Sales Representative,2380.0,3.0,2.0,238.0,119.0,2499.0,64.0,119.0
2022,Research & Development,Manager,19431.0,3.0,6.0,1943.1,971.55,20402.55,72.0,971.5500000000001
2023,Sales,Sales Representative,1790.0,3.0,1.0,179.0,89.5,1879.5,62.0,89.5
2024,Sales,Sales Executive,7644.0,3.0,9.0,764.4000000000001,382.2000000000001,8026.2,78.0,382.20000000000005
2025,Research & Development,Manufacturing Director,5131.0,3.0,4.0,513.1,256.55,5387.55,68.0,256.55
2026,Research & Development,Healthcare Representative,6306.0,4.0,13.0,630.6,315.3,6621.3,106.0,315.3
2027,Research & Development,Research Scientist,4787.0,3.0,2.0,478.7000000000001,239.35,5026.349999999999,64.0,239.35000000000002
2031,Research & Development,Manager,18880.0,3.0,22.0,1888.0,944.0,19824.0,104.0,944.0
2032,Research & Development,Laboratory Technician,2339.0,3.0,10.0,233.9,116.95,2455.9500000000003,80.0,116.95
2034,Research & Development,Manufacturing Director,13570.0,4.0,20.0,1357.0,678.5,14248.5,120.0,678.5
2035,Sales,Sales Executive,6712.0,4.0,8.0,671.2,335.6,7047.599999999999,96.0,335.6
2036,Sales,Sales Executive,5406.0,4.0,15.0,540.6,270.3,5676.3,110.0,270.3
2037,Sales,Sales Executive,8938.0,3.0,5.0,893.8000000000001,446.9,9384.9,70.0,446.90000000000003
2038,Research & Development,Research Scientist,2439.0,3.0,4.0,243.9,121.95,2560.9500000000003,68.0,121.95
2040,Human Resources,Human Resources,8837.0,3.0,9.0,883.7,441.85,9278.85,78.0,441.85
2041,Sales,Sales Executive,5343.0,3.0,10.0,534.3000000000001,267.15000000000003,5610.150000000001,80.0,267.15000000000003
2044,Sales,Sales Executive,6728.0,3.0,6.0,672.8000000000001,336.40000000000003,7064.400000000001,72.0,336.40000000000003
2045,Sales,Sales Executive,6652.0,3.0,6.0,665.2,332.6,6984.599999999999,72.0,332.6
2046,Sales,Sales Executive,4850.0,3.0,5.0,485.0,242.5,5092.5,70.0,242.5
2048,Research & Development,Research Scientist,2809.0,3.0,2.0,280.90000000000003,140.45000000000002,2949.4500000000003,64.0,140.45000000000002
2049,Research & Development,Healthcare Representative,5689.0,3.0,10.0,568.9,284.45,5973.45,80.0,284.45
2051,Research & Development,Research Scientist,2001.0,3.0,5.0,200.1,100.05,2101.0499999999997,70.0,100.05000000000001
2052,Research & Development,Research Scientist,2977.0,3.0,4.0,297.7,148.85,3125.85,68.0,148.85
2053,Research & Development,Laboratory Technician,4025.0,3.0,4.0,402.5,201.25,4226.25,68.0,201.25
2054,Research & Development,Research Scientist,3785.0,3.0,5.0,378.5,189.25,3974.25,70.0,189.25
2055,Sales,Sales Executive,10854.0,3.0,3.0,1085.4,542.7,11396.699999999999,66.0,542.7
2056,Sales,Sales Executive,12031.0,3.0,20.0,1203.1,601.5500000000001,12632.550000000001,100.0,601.5500000000001
2057,Research & Development,Manufacturing Director,9936.0,3.0,9.0,993.6,496.8,10432.800000000001,78.0,496.8
2060,Sales,Sales Representative,2966.0,3.0,4.0,296.6,148.3,3114.2999999999997,68.0,148.3
2061,Research & Development,Laboratory Technician,2571.0,3.0,5.0,257.1,128.55,2699.5499999999997,70.0,128.55
2062,Research & Development,Healthcare Representative,9991.0,3.0,7.0,999.1,499.55,10490.550000000001,74.0,499.55
2064,Research & Development,Manufacturing Director,6142.0,4.0,6.0,614.2,307.1,6449.099999999999,92.0,307.1
2065,Sales,Sales Executive,5390.0,3.0,9.0,539.0,269.5,5659.5,78.0,269.5
2068,Research & Development,Laboratory Technician,4404.0,3.0,4.0,440.4,220.2,4624.2,68.0,220.20000000000002
